building_id,LAquila_EQ_01,LAquila_EQ_02,LAquila_EQ_03,LAquila_EQ_04,LAquila_EQ_05,LAquila_EQ_06,LAquila_EQ_07,LAquila_EQ_08
shm_Budva,0.00027776954545454544,0.00027776954545454544,0.00027776954545454544,0.00027776954545454544,0.00027776954545454544,0.00027776954545454544,0.00027776954545454544,0.00027776954545454544
shm_Grenoble,0.029139348030303023,0.029139348030303023,0.029139348030303023,0.029139348030303023,0.029139348030303023,0.029139348030303023,0.029139348030303023,0.029139348030303023
shm_Swiss,0.409481187124999,0.409481187124999,0.409481187124999,0.409481187124999,0.409481187124999,0.409481187124999,0.409481187124999,0.409481187124999
tile_1,1.809430682819643,1.809430682819643,1.809430682819643,1.809430682819643,1.809430682819643,1.809430682819643,1.809430682819643,1.809430682819643
tile_2,1.4911128894692265,1.4911128894692265,1.4911128894692265,1.4911128894692265,1.4911128894692265,1.4911128894692265,1.4911128894692265,1.4911128894692265
tile_3,0.11213888679982757,0.11213888679982757,0.11213888679982757,0.11213888679982757,0.11213888679982757,0.11213888679982757,0.11213888679982757,0.11213888679982757
tile_4,0.28194028177314634,0.28194028177314634,0.28194028177314634,0.28194028177314634,0.28194028177314634,0.28194028177314634,0.28194028177314634,0.28194028177314634
tile_5,0.5892933027396664,0.5892933027396664,0.5892933027396664,0.5892933027396664,0.5892933027396664,0.5892933027396664,0.5892933027396664,0.5892933027396664
tile_6,0.4944662311979591,0.4944662311979591,0.4944662311979591,0.4944662311979591,0.4944662311979591,0.4944662311979591,0.4944662311979591,0.4944662311979591
tile_7,0.33058728498630474,0.33058728498630474,0.33058728498630474,0.33058728498630474,0.33058728498630474,0.33058728498630474,0.33058728498630474,0.33058728498630474
tile_8,1.0651661440629991,1.0651661440629991,1.0651661440629991,1.0651661440629991,1.0651661440629991,1.0651661440629991,1.0651661440629991,1.0651661440629991
tile_9,1.2526762744066329,1.2526762744066329,1.2526762744066329,1.2526762744066329,1.2526762744066329,1.2526762744066329,1.2526762744066329,1.2526762744066329
